State FIPS Code,Group Code,State,Group,Civilian non-institutional population,Number,Percent of population,NumberEmployed,Percent of populationEmployed,NumberUnemployed,RateUnemplo
46,18,South Dakota,Women who maintain families,32    ,23    ,73.9    ,21    ,67.4    ,2    ,8.8    
46,19,South Dakota,"Total, 16 to 19 years",41    ,21    ,50.0    ,18    ,44.4    ,2    ,11.1    
46,20,South Dakota,"Total, 20 to 24 years",58    ,44    ,76.1    ,41    ,71.3    ,3    ,6.4    
46,21,South Dakota,"Total, 25 to 34 years",116    ,104    ,89.3    ,101    ,86.5    ,3    ,3.2    
46,22,South Dakota,"Total, 35 to 44 years",91    ,80    ,87.8    ,78    ,85.3    ,2    ,2.8    
46,23,South Dakota,"Total, 45 to 54 years",104    ,89    ,85.9    ,87    ,83.7    ,2    ,2.5    
46,24,South Dakota,"Total, 55 to 64 years",107    ,81    ,75.2    ,78    ,73.2    ,2    ,2.6    
46,25,South Dakota,"Total, 65 years and over",130    ,31    ,23.6    ,30    ,23.2    ,1    ,1.9    
46,26,South Dakota,"Men, 16 to 19 years",22    ,11    ,51.3    ,10    ,46.2    ,1    ,9.8    
46,27,South Dakota,"Men, 20 to 24 years",30    ,24    ,80.8    ,23    ,76.2    ,1    ,5.7    
46,28,South Dakota,"Men, 25 to 34 years",57    ,54    ,94.7    ,53    ,91.8    ,2    ,3.0    
46,29,South Dakota,"Men, 35 to 44 years",46    ,43    ,92.7    ,42    ,90.3    ,1    ,2.6    
46,30,South Dakota,"Men, 45 to 54 years",52    ,46    ,87.8    ,45    ,85.8    ,1    ,2.3    
46,31,South Dakota,"Men, 55 to 64 years",54    ,42    ,78.4    ,41    ,76.1    ,1    ,2.9    
46,32,South Dakota,"Men, 65 years and over",59    ,18    ,29.6    ,17    ,29.1    ,( 3 ),2.0    
46,33,South Dakota,"Women, 16 to 19 years",20    ,10    ,48.6    ,8    ,42.5    ,1    ,12.7    
46,34,South Dakota,"Women, 20 to 24 years",28    ,20    ,71.2    ,19    ,66.1    ,1    ,7.2    
46,35,South Dakota,"Women, 25 to 34 years",59    ,49    ,84.1    ,48    ,81.3    ,2    ,3.3    
46,36,South Dakota,"Women, 35 to 44 years",44    ,37    ,82.7    ,36    ,80.2    ,1    ,3.1    
46,37,South Dakota,"Women, 45 to 54 years",52    ,43    ,84.0    ,42    ,81.7    ,1    ,2.8    
46,38,South Dakota,"Women, 55 to 64 years",53    ,38    ,72.1    ,37    ,70.4    ,1    ,2.3    
46,39,South Dakota,"Women, 65 years and over",71    ,13    ,18.6    ,13    ,18.2    ,( 3 ),1.8    
46,40,South Dakota,"White, 16 to 19 years",35    ,18    ,51.2    ,17    ,47.0    ,2    ,8.3    
46,41,South Dakota,"White, 20 to 24 years",49    ,38    ,78.1    ,36    ,74.2    ,2    ,5.1    
46,42,South Dakota,"White, 25 to 34 years",101    ,92    ,91.5    ,90    ,89.3    ,2    ,2.4    
46,43,South Dakota,"White, 35 to 44 years",82    ,73    ,88.9    ,71    ,86.9    ,2    ,2.3    
46,44,South Dakota,"White, 45 to 54 years",94    ,84    ,88.5    ,82    ,86.9    ,2    ,1.8    
46,45,South Dakota,"White, 55 to 64 years",102    ,78    ,76.8    ,76    ,74.8    ,2    ,2.7    
46,46,South Dakota,"White, 65 years and over",125    ,29    ,23.6    ,29    ,23.1    ,1    ,1.8    
47,01,Tennessee,Total,"5,117    ","3,025    ",59.1    ,"2,826    ",55.2    ,199    ,6.6    
47,02,Tennessee,Men,"2,441    ","1,613    ",66.1    ,"1,513    ",62.0    ,100    ,6.2    
47,03,Tennessee,Women,"2,676    ","1,412    ",52.8    ,"1,313    ",49.1    ,99    ,7.0    
47,04,Tennessee,White,"4,148    ","2,421    ",58.4    ,"2,287    ",55.1    ,134    ,5.5    
47,05,Tennessee,"White, men","2,009    ","1,329    ",66.2    ,"1,260    ",62.7    ,69    ,5.2    
47,06,Tennessee,"White, women","2,139    ","1,092    ",51.1    ,"1,027    ",48.0    ,65    ,6.0    
47,07,Tennessee,Black or African American,815    ,513    ,63.0    ,454    ,55.7    ,59    ,11.5    
47,08,Tennessee,"Black or African American, men",368    ,244    ,66.2    ,215    ,58.3    ,29    ,11.9    
47,09,Tennessee,"Black or African American, women",447    ,270    ,60.3    ,239    ,53.6    ,30    ,11.2    
47,10,Tennessee,Asian,55    ,36    ,64.7    ,34    ,62.7    ,1    ,3.1    
47,13,Tennessee,Hispanic or Latino ethnicity,247    ,175    ,70.8    ,167    ,67.7    ,8    ,4.4    
47,14,Tennessee,"Hispanic or Latino ethnicity, men",131    ,113    ,86.0    ,108    ,82.7    ,4    ,3.9    
47,15,Tennessee,"Hispanic or Latino ethnicity, women",116    ,62    ,53.6    ,59    ,50.8    ,3    ,5.3    
47,16,Tennessee,"Married men, spouse present","1,291    ",912    ,70.7    ,885    ,68.6    ,27    ,3.0    
47,17,Tennessee,"Married women, spouse present","1,274    ",700    ,54.9    ,671    ,52.6    ,29    ,4.2    
47,18,Tennessee,Women who maintain families,336    ,204    ,60.8    ,183    ,54.5    ,21    ,10.4    
47,19,Tennessee,"Total, 16 to 19 years",391    ,137    ,35.0    ,111    ,28.2    ,26    ,19.3    
47,20,Tennessee,"Total, 20 to 24 years",400    ,292    ,73.0    ,255    ,63.8    ,37    ,12.6    
47,21,Tennessee,"Total, 25 to 34 years",791    ,620    ,78.4    ,572    ,72.3    ,48    ,7.7    
47,22,Tennessee,"Total, 35 to 44 years",845    ,682    ,80.7    ,649    ,76.8    ,33    ,4.8    
47,23,Tennessee,"Total, 45 to 54 years",879    ,654    ,74.4    ,624    ,71.0    ,30    ,4.7    
47,24,Tennessee,"Total, 55 to 64 years",827    ,480    ,58.1    ,459    ,55.5    ,21    ,4.5    
47,25,Tennessee,"Total, 65 years and over",984    ,160    ,16.3    ,157    ,15.9    ,3    ,2.1    
47,26,Tennessee,"Men, 16 to 19 years",211    ,70    ,33.0    ,55    ,26.0    ,15    ,21.2    
47,27,Tennessee,"Men, 20 to 24 years",213    ,168    ,78.8    ,148    ,69.3    ,20    ,12.0    
47,28,Tennessee,"Men, 25 to 34 years",356    ,321    ,90.1    ,300    ,84.3    ,21    ,6.4    
47,29,Tennessee,"Men, 35 to 44 years",407    ,358    ,88.1    ,342    ,84.1    ,16    ,4.5    
47,30,Tennessee,"Men, 45 to 54 years",421    ,342    ,81.3    ,327    ,77.7    ,15    ,4.4    
47,31,Tennessee,"Men, 55 to 64 years",401    ,267    ,66.5    ,255    ,63.6    ,12    ,4.4    
47,32,Tennessee,"Men, 65 years and over",432    ,88    ,20.3    ,86    ,19.9    ,2    ,1.9    
47,33,Tennessee,"Women, 16 to 19 years",180    ,67    ,37.3    ,56    ,30.9    ,12    ,17.2    
47,34,Tennessee,"Women, 20 to 24 years",187    ,124    ,66.4    ,107    ,57.5    ,17    ,13.4    
47,35,Tennessee,"Women, 25 to 34 years",435    ,299    ,68.8    ,272    ,62.5    ,27    ,9.1    
47,36,Tennessee,"Women, 35 to 44 years",438    ,323    ,73.7    ,307    ,70.0    ,16    ,5.1    
47,37,Tennessee,"Women, 45 to 54 years",458    ,312    ,68.2    ,297    ,64.8    ,16    ,5.0    
47,38,Tennessee,"Women, 55 to 64 years",425    ,214    ,50.2    ,204    ,47.9    ,10    ,4.6    
47,39,Tennessee,"Women, 65 years and over",552    ,73    ,13.2    ,71    ,12.8    ,2    ,2.4    
47,40,Tennessee,"White, 16 to 19 years",292    ,100    ,34.1    ,82    ,28.0    ,18    ,17.8    
47,41,Tennessee,"White, 20 to 24 years",293    ,212    ,72.4    ,189    ,64.5    ,23    ,10.9    
47,42,Tennessee,"White, 25 to 34 years",618    ,485    ,78.5    ,455    ,73.6    ,30    ,6.3    
47,43,Tennessee,"White, 35 to 44 years",662    ,534    ,80.6    ,513    ,77.5    ,21    ,3.9    
47,44,Tennessee,"White, 45 to 54 years",720    ,540    ,75.0    ,517    ,71.7    ,23    ,4.3    
47,45,Tennessee,"White, 55 to 64 years",693    ,413    ,59.7    ,398    ,57.5    ,15    ,3.7    
47,46,Tennessee,"White, 65 years and over",869    ,137    ,15.8    ,134    ,15.4    ,3    ,2.3    
47,48,Tennessee,"Black or African American, 20 to 24 years",91    ,69    ,75.4    ,56    ,61.2    ,13    ,18.9    
47,49,Tennessee,"Black or African American, 25 to 34 years",143    ,114    ,79.6    ,98    ,68.6    ,16    ,13.8    
47,50,Tennessee,"Black or African American, 35 to 44 years",146    ,121    ,82.8    ,110    ,75.2    ,11    ,9.2    
47,51,Tennessee,"Black or African American, 45 to 54 years",139    ,101    ,72.7    ,95    ,68.1    ,6    ,6.4    
47,52,Tennessee,"Black or African American, 55 to 64 years",121    ,61    ,50.7    ,56    ,46.4    ,5    ,8.5    
47,63,Tennessee,"Hispanic or Latino ethnicity, 25 to 34 years",79    ,56    ,71.5    ,54    ,68.3    ,3    ,4.6    
47,64,Tennessee,"Hispanic or Latino ethnicity, 35 to 44 years",57    ,45    ,79.5    ,45    ,78.3    ,1    ,1.4    
48,01,Texas,Total,"20,095    ","13,115    ",65.3    ,"12,453    ",62.0    ,662    ,5.0    
48,02,Texas,Men,"9,779    ","7,246    ",74.1    ,"6,910    ",70.7    ,336    ,4.6    
48,03,Texas,Women,"10,317    ","5,869    ",56.9    ,"5,543    ",53.7    ,326    ,5.6    
48,04,Texas,White,"16,264    ","10,551    ",64.9    ,"10,097    ",62.1    ,454    ,4.3    
48,05,Texas,"White, men","7,990    ","5,940    ",74.3    ,"5,707    ",71.4    ,232    ,3.9    
48,06,Texas,"White, women","8,274    ","4,612    ",55.7    ,"4,390    ",53.1    ,222    ,4.8    
48,07,Texas,Black or African American,"2,433    ","1,618    ",66.5    ,"1,465    ",60.2    ,153    ,9.5    
48,08,Texas,"Black or African American, men","1,116    ",772    ,69.2    ,694    ,62.2    ,79    ,10.2    
48,09,Texas,"Black or African American, women","1,316    ",845    ,64.2    ,771    ,58.6    ,75    ,8.8    
48,10,Texas,Asian,885    ,592    ,66.9    ,567    ,64.1    ,25    ,4.2    
48,11,Texas,"Asian, men",418    ,336    ,80.5    ,326    ,78.1    ,10    ,2.9    
48,12,Texas,"Asian, women",467    ,256    ,54.8    ,241    ,51.5    ,15    ,5.9    
48,13,Texas,Hispanic or Latino ethnicity,"7,436    ","4,928    ",66.3    ,"4,665    ",62.7    ,263    ,5.3    
48,14,Texas,"Hispanic or Latino ethnicity, men","3,698    ","2,866    ",77.5    ,"2,729    ",73.8    ,137    ,4.8    
48,15,Texas,"Hispanic or Latino ethnicity, women","3,738    ","2,063    ",55.2    ,"1,937    ",51.8    ,126    ,6.1    
48,16,Texas,"Married men, spouse present","5,287    ","4,146    ",78.4    ,"4,050    ",76.6    ,96    ,2.3    
48,17,Texas,"Married women, spouse present","5,177    ","2,884    ",55.7    ,"2,765    ",53.4    ,120    ,4.1    
48,18,Texas,Women who maintain families,"1,361    ",931    ,68.4    ,869    ,63.9    ,61    ,6.6    
48,19,Texas,"Total, 16 to 19 years","1,469    ",485    ,33.0    ,408    ,27.8    ,78    ,16.0    
48,20,Texas,"Total, 20 to 24 years","1,924    ","1,403    ",72.9    ,"1,269    ",66.0    ,134    ,9.6    
48,21,Texas,"Total, 25 to 34 years","3,889    ","3,120    ",80.2    ,"2,959    ",76.1    ,161    ,5.2    
48,22,Texas,"Total, 35 to 44 years","3,460    ","2,830    ",81.8    ,"2,723    ",78.7    ,107    ,3.8    
48,23,Texas,"Total, 45 to 54 years","3,580    ","2,872    ",80.2    ,"2,778    ",77.6    ,94    ,3.3    
48,24,Texas,"Total, 55 to 64 years","2,870    ","1,799    ",62.7    ,"1,730    ",60.3    ,69    ,3.8    
48,25,Texas,"Total, 65 years and over","2,903    ",604    ,20.8    ,586    ,20.2    ,19    ,3.1    
48,26,Texas,"Men, 16 to 19 years",708    ,228    ,32.2    ,190    ,26.8    ,38    ,16.8    
48,27,Texas,"Men, 20 to 24 years",974    ,775    ,79.6    ,701    ,72.0    ,74    ,9.5    
48,28,Texas,"Men, 25 to 34 years","1,975    ","1,810    ",91.6    ,"1,724    ",87.3    ,86    ,4.7    
48,29,Texas,"Men, 35 to 44 years","1,687    ","1,559    ",92.4    ,"1,505    ",89.2    ,54    ,3.5    
48,30,Texas,"Men, 45 to 54 years","1,763    ","1,551    ",88.0    ,"1,510    ",85.6    ,41    ,2.6    
48,31,Texas,"Men, 55 to 64 years","1,361    ",985    ,72.4    ,952    ,69.9    ,33    ,3.4    
48,32,Texas,"Men, 65 years and over","1,310    ",338    ,25.8    ,329    ,25.1    ,9    ,2.7    
48,33,Texas,"Women, 16 to 19 years",761    ,257    ,33.8    ,218    ,28.6    ,39    ,15.3    
48,34,Texas,"Women, 20 to 24 years",950    ,628    ,66.1    ,567    ,59.7    ,60    ,9.6    
48,35,Texas,"Women, 25 to 34 years","1,914    ","1,310    ",68.5    ,"1,235    ",64.5    ,75    ,5.7    
48,36,Texas,"Women, 35 to 44 years","1,773    ","1,271    ",71.7    ,"1,218    ",68.7    ,53    ,4.1    
48,37,Texas,"Women, 45 to 54 years","1,817    ","1,322    ",72.7    ,"1,269    ",69.8    ,53    ,4.0    
48,38,Texas,"Women, 55 to 64 years","1,509    ",814    ,53.9    ,778    ,51.6    ,36    ,4.4    
48,39,Texas,"Women, 65 years and over","1,592    ",266    ,16.7    ,256    ,16.1    ,10    ,3.6    
48,40,Texas,"White, 16 to 19 years","1,165    ",400    ,34.3    ,344    ,29.5    ,56    ,14.0    
48,41,Texas,"White, 20 to 24 years","1,506    ","1,099    ",73.0    ,"1,015    ",67.4    ,85    ,7.7    
48,42,Texas,"White, 25 to 34 years","3,064    ","2,459    ",80.2    ,"2,361    ",77.1    ,97    ,4.0    
48,43,Texas,"White, 35 to 44 years","2,724    ","2,237    ",82.1    ,"2,160    ",79.3    ,77    ,3.4    
48,44,Texas,"White, 45 to 54 years","2,874    ","2,324    ",80.9    ,"2,256    ",78.5    ,68    ,2.9    
48,45,Texas,"White, 55 to 64 years","2,409    ","1,517    ",63.0    ,"1,461    ",60.7    ,56    ,3.7    
48,46,Texas,"White, 65 years and over","2,522    ",515    ,20.4    ,500    ,19.8    ,15    ,3.0    
48,47,Texas,"Black or African American, 16 to 19 years",208    ,59    ,28.5    ,44    ,21.1    ,15    ,25.8    
48,48,Texas,"Black or African American, 20 to 24 years",279    ,207    ,74.1    ,166    ,59.3    ,41    ,19.9    
48,49,Texas,"Black or African American, 25 to 34 years",467    ,389    ,83.3    ,342    ,73.2    ,47    ,12.1    
48,50,Texas,"Black or African American, 35 to 44 years",435    ,351    ,80.8    ,331    ,76.2    ,20    ,5.6    
48,51,Texas,"Black or African American, 45 to 54 years",475    ,365    ,77.0    ,347    ,73.1    ,18    ,5.0    
48,52,Texas,"Black or African American, 55 to 64 years",322    ,192    ,59.7    ,183    ,56.9    ,9    ,4.7    
48,56,Texas,"Asian, 25 to 34 years",244    ,176    ,72.2    ,169    ,69.2    ,7    ,4.1    
48,57,Texas,"Asian, 35 to 44 years",210    ,168    ,79.9    ,162    ,77.1    ,6    ,3.6    
48,58,Texas,"Asian, 45 to 54 years",145    ,125    ,85.6    ,121    ,83.2    ,4    ,2.9    
48,59,Texas,"Asian, 55 to 64 years",91    ,60    ,66.0    ,57    ,63.2    ,3    ,4.2    
48,61,Texas,"Hispanic or Latino ethnicity, 16 to 19 years",702    ,240    ,34.2    ,200    ,28.5    ,40    ,16.6    
48,62,Texas,"Hispanic or Latino ethnicity, 20 to 24 years",890    ,648    ,72.8    ,591    ,66.4    ,57    ,8.8    
48,63,Texas,"Hispanic or Latino ethnicity, 25 to 34 years","1,663    ","1,308    ",78.6    ,"1,248    ",75.0    ,60    ,4.6    
48,64,Texas,"Hispanic or Latino ethnicity, 35 to 44 years","1,455    ","1,156    ",79.5    ,"1,107    ",76.1    ,49    ,4.2    
48,65,Texas,"Hispanic or Latino ethnicity, 45 to 54 years","1,219    ",975    ,80.0    ,943    ,77.3    ,33    ,3.4    
48,66,Texas,"Hispanic or Latino ethnicity, 55 to 64 years",818    ,479    ,58.6    ,457    ,55.9    ,22    ,4.6    
48,67,Texas,"Hispanic or Latino ethnicity, 65 years and over",689    ,122    ,17.7    ,119    ,17.3    ,3    ,2.2    
49,01,Utah,Total,"2,104    ","1,428    ",67.9    ,"1,372    ",65.2    ,55    ,3.9    
49,02,Utah,Men,"1,047    ",825    ,78.9    ,792    ,75.7    ,33    ,4.0    
49,03,Utah,Women,"1,057    ",602    ,56.9    ,580    ,54.8    ,22    ,3.7    
49,04,Utah,White,"1,978    ","1,342    ",67.9    ,"1,292    ",65.3    ,51    ,3.8    
49,05,Utah,"White, men",982    ,775    ,78.9    ,744    ,75.8    ,30    ,3.9    
49,06,Utah,"White, women",996    ,568    ,57.0    ,547    ,54.9    ,20    ,3.6    
49,13,Utah,Hispanic or Latino ethnicity,251    ,186    ,73.9    ,177    ,70.6    ,8    ,4.5    
49,14,Utah,"Hispanic or Latino ethnicity, men",135    ,115    ,85.1    ,109    ,80.8    ,6    ,5.1    
49,15,Utah,"Hispanic or Latino ethnicity, women",116    ,71    ,61.0    ,68    ,58.8    ,3    ,3.5    
49,16,Utah,"Married men, spouse present",641    ,529    ,82.5    ,518    ,80.7    ,12    ,2.2    
49,17,Utah,"Married women, spouse present",616    ,335    ,54.3    ,327    ,53.0    ,8    ,2.3    
49,18,Utah,Women who maintain families,98    ,70    ,70.8    ,66    ,66.9    ,4    ,5.5    
49,19,Utah,"Total, 16 to 19 years",153    ,71    ,46.5    ,64    ,41.6    ,8    ,10.5    
49,20,Utah,"Total, 20 to 24 years",213    ,164    ,77.1    ,153    ,71.9    ,11    ,6.7    
49,21,Utah,"Total, 25 to 34 years",462    ,371    ,80.4    ,360    ,78.0    ,11    ,3.1    
49,22,Utah,"Total, 35 to 44 years",411    ,328    ,79.9    ,316    ,77.0    ,12    ,3.6    
49,23,Utah,"Total, 45 to 54 years",310    ,250    ,80.7    ,243    ,78.3    ,7    ,2.9    
49,24,Utah,"Total, 55 to 64 years",273    ,186    ,68.2    ,181    ,66.4    ,5    ,2.7    
49,25,Utah,"Total, 65 years and over",283    ,57    ,20.1    ,55    ,19.6    ,2    ,2.8    
49,26,Utah,"Men, 16 to 19 years",72    ,33    ,45.8    ,30    ,40.9    ,4    ,10.7    
49,27,Utah,"Men, 20 to 24 years",104    ,86    ,82.2    ,79    ,75.2    ,7    ,8.6    
49,28,Utah,"Men, 25 to 34 years",235    ,222    ,94.4    ,215    ,91.3    ,7    ,3.3    
49,29,Utah,"Men, 35 to 44 years",214    ,201    ,93.6    ,193    ,90.2    ,7    ,3.6    
49,30,Utah,"Men, 45 to 54 years",158    ,143    ,90.6    ,140    ,88.6    ,3    ,2.2    
49,31,Utah,"Men, 55 to 64 years",135    ,108    ,79.8    ,105    ,77.4    ,3    ,3.1    
49,33,Utah,"Women, 16 to 19 years",81    ,38    ,47.1    ,34    ,42.2    ,4    ,10.4    
49,34,Utah,"Women, 20 to 24 years",108    ,78    ,72.2    ,74    ,68.8    ,4    ,4.7    
49,35,Utah,"Women, 25 to 34 years",226    ,149    ,65.9    ,145    ,64.1    ,4    ,2.7    
49,36,Utah,"Women, 35 to 44 years",196    ,127    ,64.9    ,123    ,62.6    ,4    ,3.5    
49,37,Utah,"Women, 45 to 54 years",152    ,107    ,70.4    ,103    ,67.6    ,4    ,3.9    
49,38,Utah,"Women, 55 to 64 years",137    ,78    ,56.7    ,76    ,55.5    ,2    ,2.1    
49,40,Utah,"White, 16 to 19 years",142    ,68    ,47.8    ,61    ,42.7    ,7    ,10.6    
49,41,Utah,"White, 20 to 24 years",192    ,149    ,77.4    ,139    ,72.4    ,10    ,6.5    
49,42,Utah,"White, 25 to 34 years",422    ,341    ,80.7    ,331    ,78.3    ,10    ,2.9    
49,43,Utah,"White, 35 to 44 years",388    ,312    ,80.5    ,302    ,77.9    ,10    ,3.3    
49,44,Utah,"White, 45 to 54 years",298    ,240    ,80.6    ,233    ,78.2    ,7    ,3.0    
49,45,Utah,"White, 55 to 64 years",257    ,176    ,68.4    ,171    ,66.5    ,5    ,2.7    
49,46,Utah,"White, 65 years and over",279    ,57    ,20.4    ,55    ,19.9    ,2    ,2.8    
49,63,Utah,"Hispanic or Latino ethnicity, 25 to 34 years",61    ,49    ,80.8    ,47    ,77.9    ,2    ,3.7    
49,64,Utah,"Hispanic or Latino ethnicity, 35 to 44 years",60    ,48    ,79.5    ,45    ,74.8    ,3    ,6.0    
49,65,Utah,"Hispanic or Latino ethnicity, 45 to 54 years",41    ,34    ,83.4    ,34    ,83.4    ,( 3 ),( 3 )
50,01,Vermont,Total,514    ,348    ,67.6    ,333    ,64.8    ,14    ,4.2    
50,02,Vermont,Men,251    ,180    ,71.4    ,171    ,68.1    ,8    ,4.7    
50,03,Vermont,Women,263    ,168    ,64.0    ,162    ,61.7    ,6    ,3.6    
50,04,Vermont,White,497    ,336    ,67.7    ,322    ,64.9    ,14    ,4.2    
50,05,Vermont,"White, men",242    ,173    ,71.6    ,165    ,68.3    ,8    ,4.6    
50,06,Vermont,"White, women",255    ,163    ,63.9    ,157    ,61.6    ,6    ,3.7    
50,16,Vermont,"Married men, spouse present",135    ,100    ,74.3    ,98    ,72.4    ,3    ,2.5    
50,17,Vermont,"Married women, spouse present",136    ,92    ,68.0    ,90    ,66.6    ,2    ,2.1    
50,18,Vermont,Women who maintain families,22    ,17    ,76.2    ,16    ,72.6    ,1    ,4.6    
50,19,Vermont,"Total, 16 to 19 years",33    ,14    ,43.2    ,12    ,36.5    ,2    ,15.4    
50,20,Vermont,"Total, 20 to 24 years",39    ,29    ,73.2    ,26    ,66.7    ,3    ,8.8    
50,21,Vermont,"Total, 25 to 34 years",73    ,63    ,86.0    ,60    ,82.3    ,3    ,4.2    
50,22,Vermont,"Total, 35 to 44 years",80    ,69    ,86.7    ,67    ,84.0    ,2    ,3.2    
50,23,Vermont,"Total, 45 to 54 years",85    ,73    ,85.2    ,70    ,82.5    ,2    ,3.2    
50,24,Vermont,"Total, 55 to 64 years",97    ,75    ,77.4    ,74    ,75.6    ,2    ,2.3    
50,25,Vermont,"Total, 65 years and over",106    ,25    ,23.2    ,24    ,22.4    ,1    ,3.3    
50,26,Vermont,"Men, 16 to 19 years",16    ,7    ,44.8    ,6    ,36.9    ,1    ,17.6    
50,27,Vermont,"Men, 20 to 24 years",21    ,16    ,77.1    ,15    ,71.1    ,1    ,7.8    
50,28,Vermont,"Men, 25 to 34 years",37    ,33    ,89.6    ,32    ,85.4    ,2    ,4.8    
50,29,Vermont,"Men, 35 to 44 years",39    ,35    ,89.7    ,34    ,86.4    ,1    ,3.7    
50,30,Vermont,"Men, 45 to 54 years",40    ,35    ,86.7    ,33    ,83.0    ,1    ,4.2    
50,31,Vermont,"Men, 55 to 64 years",49    ,39    ,81.1    ,38    ,79.1    ,1    ,2.5    
50,32,Vermont,"Men, 65 years and over",49    ,14    ,27.9    ,13    ,26.8    ,1    ,3.7    
50,33,Vermont,"Women, 16 to 19 years",17    ,7    ,41.6    ,6    ,36.1    ,1    ,13.2    
50,34,Vermont,"Women, 20 to 24 years",18    ,12    ,68.6    ,11    ,61.6    ,1    ,10.2    
50,35,Vermont,"Women, 25 to 34 years",36    ,30    ,82.2    ,29    ,79.2    ,1    ,3.6    
50,36,Vermont,"Women, 35 to 44 years",41    ,34    ,83.9    ,33    ,81.7    ,1    ,2.7    
50,37,Vermont,"Women, 45 to 54 years",45    ,38    ,84.0    ,37    ,82.1    ,1    ,2.2    
50,38,Vermont,"Women, 55 to 64 years",49    ,36    ,73.6    ,35    ,72.1    ,1    ,2.0    
50,39,Vermont,"Women, 65 years and over",57    ,11    ,19.2    ,11    ,18.6    ,( 3 ),2.8    
50,40,Vermont,"White, 16 to 19 years",32    ,14    ,44.8    ,12    ,37.9    ,2    ,15.4    
50,41,Vermont,"White, 20 to 24 years",36    ,26    ,72.7    ,24    ,65.7    ,3    ,9.6    
50,42,Vermont,"White, 25 to 34 years",69    ,59    ,85.7    ,57    ,82.2    ,2    ,4.2    
50,43,Vermont,"White, 35 to 44 years",77    ,67    ,87.3    ,65    ,84.4    ,2    ,3.3    
50,44,Vermont,"White, 45 to 54 years",83    ,71    ,85.7    ,69    ,83.2    ,2    ,3.0    
50,45,Vermont,"White, 55 to 64 years",96    ,74    ,77.4    ,73    ,75.6    ,2    ,2.3    
50,46,Vermont,"White, 65 years and over",105    ,24    ,23.4    ,24    ,22.6    ,1    ,3.2    
51,01,Virginia,Total,"6,451    ","4,276    ",66.3    ,"4,055    ",62.9    ,221    ,5.2    
51,02,Virginia,Men,"3,086    ","2,248    ",72.9    ,"2,137    ",69.2    ,112    ,5.0    
51,03,Virginia,Women,"3,365    ","2,028    ",60.3    ,"1,919    ",57.0    ,109    ,5.4    
51,04,Virginia,White,"4,684    ","3,104    ",66.3    ,"2,963    ",63.3    ,141    ,4.5    
51,05,Virginia,"White, men","2,272    ","1,665    ",73.3    ,"1,591    ",70.0    ,73    ,4.4    
51,06,Virginia,"White, women","2,412    ","1,440    ",59.7    ,"1,372    ",56.9    ,68    ,4.7    
51,07,Virginia,Black or African American,"1,216    ",793    ,65.3    ,728    ,59.9    ,65    ,8.2    
51,08,Virginia,"Black or African American, men",551    ,381    ,69.0    ,348    ,63.2    ,32    ,8.5    
51,09,Virginia,"Black or African American, women",664    ,413    ,62.1    ,380    ,57.2    ,33    ,8.0    
51,10,Virginia,Asian,421    ,297    ,70.5    ,287    ,68.2    ,10    ,3.3    
51,11,Virginia,"Asian, men",208    ,166    ,79.7    ,161    ,77.4    ,5    ,2.9    
51,12,Virginia,"Asian, women",213    ,131    ,61.5    ,126    ,59.1    ,5    ,3.9    
51,13,Virginia,Hispanic or Latino ethnicity,452    ,339    ,75.0    ,318    ,70.5    ,21    ,6.1    
51,14,Virginia,"Hispanic or Latino ethnicity, men",235    ,195    ,83.0    ,186    ,79.1    ,9    ,4.7    
51,15,Virginia,"Hispanic or Latino ethnicity, women",217    ,144    ,66.4    ,132    ,61.1    ,11    ,8.0    
51,16,Virginia,"Married men, spouse present","1,721    ","1,333    ",77.5    ,"1,305    ",75.8    ,28    ,2.1    
51,17,Virginia,"Married women, spouse present","1,757    ","1,085    ",61.8    ,"1,052    ",59.9    ,33    ,3.1    
51,18,Virginia,Women who maintain families,343    ,237    ,69.3    ,215    ,62.8    ,22    ,9.3    
51,19,Virginia,"Total, 16 to 19 years",410    ,132    ,32.2    ,110    ,26.7    ,23    ,17.1    
51,20,Virginia,"Total, 20 to 24 years",528    ,371    ,70.2    ,328    ,62.2    ,42    ,11.4    
51,21,Virginia,"Total, 25 to 34 years","1,135    ",934    ,82.3    ,875    ,77.1    ,59    ,6.3    
51,22,Virginia,"Total, 35 to 44 years","1,070    ",911    ,85.1    ,877    ,82.0    ,33    ,3.7    
51,23,Virginia,"Total, 45 to 54 years","1,164    ",964    ,82.8    ,929    ,79.8    ,35    ,3.6    
51,24,Virginia,"Total, 55 to 64 years","1,042    ",700    ,67.1    ,680    ,65.2    ,20    ,2.9    
51,25,Virginia,"Total, 65 years and over","1,101    ",265    ,24.1    ,256    ,23.3    ,9    ,3.3    
51,26,Virginia,"Men, 16 to 19 years",214    ,68    ,31.6    ,54    ,25.5    ,13    ,19.4    
51,27,Virginia,"Men, 20 to 24 years",268    ,192    ,71.4    ,167    ,62.2    ,25    ,12.8    
51,28,Virginia,"Men, 25 to 34 years",535    ,483    ,90.2    ,455    ,85.1    ,27    ,5.7    
51,29,Virginia,"Men, 35 to 44 years",522    ,484    ,92.6    ,471    ,90.1    ,13    ,2.8    
51,30,Virginia,"Men, 45 to 54 years",582    ,520    ,89.5    ,502    ,86.3    ,18    ,3.6    
